Resource,APTGroup,Entry Point,Language,Library
112ae3b5c9f3576693a17ea2f2ea2d306fc85494,APT 10,30150,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ole32.dll', 'USER32.dll']"
16b632b4076a458b6e2087d64a42764d86b5b021,APT 29,52370,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ole32.dll', 'USER32.dll']"
9dcc18957a1289d1ccf0fd8c01f577d7ffdf481b,Energetic Bear,129578,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'ole32.dll', 'CRYPT32.dll', 'WININET.dll']"
d08d52926ab17eb4d17edacdaeb2ef43b3bc5af2,Gorgon Group,58750,['NEUTRAL'],['mscoree.dll']
cc9903ed0a57b55ed3aa68f36690976f50400b26,Gorgon Group,515216,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'ole32.dll', 'user32.dll', 'comctl32.dll']"
fe906d8fa97b41df64344b688471f8489fff5ac0,APT 10,6419,['ENGLISH US'],['KERNEL32.dll']
c486562ca23e2bdcbd17460729a2e8f0b6144069,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
7d3f355c12bbce72440722830311733c3f960b85,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
fdfd9abbaafe0bee747c0f1d7963d903174359df,APT 29,72887,[],"['urlmon.dll', 'iphlpapi.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll']"
02351b416307a523071086a08ba0d33aeac6febe,APT 1,66194,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'urlmon.dll']"
1f70b79dc1fc45af4d6978aca37daa8d2feda18a,Energetic Bear,140242,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
a9cf14c1cea36c6043876e136fcac93447150778,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
d718c7db04af253a7c30cc9db520ed76a08e9720,Winnti,12478,[],"['HAL.dll', 'ntoskrnl.exe']"
ceea579dbeea57524f3696f88455d3fa6feb3f3a,APT 28,,[],[]
cab08291b122f7401458e75c797a984bb12beb68,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
4132068417bcbffec16ac655a14f29aa74189fcb,APT 10,186184,['CHINESE SIMPLIFIED'],"['comdlg32.dll', 'OLEPRO32.DLL', 'ODBC32.dll', 'oledlg.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'ADVAPI32.dll', 'ole32.dll', 'COMCTL32.dll', 'USER32.dll', 'OLEAUT32.dll']"
0fbad19225d208b3b3a31d8dbba2415e586fc10f,APT 10,5360,['NEUTRAL'],"['KERNEL32.dll', 'msvcrt.dll', 'WS2_32.dll']"
0b4ecc4fb011807f57f208fee174d6b46c9ecc26,Gorgon Group,,[],[]
0120247978859b80ac156450fc63408aca5d3686,Winnti,5152,['ENGLISH US'],['KERNEL32.dll']
5c29e21bbe8873778f9363258f5e570dddcadeb9,APT 30,52461,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
01edb82de7b9666eaa5d2791a14092f2e73d2795,APT 10,120283,"['NEUTRAL DEFAULT', 'CHINESE SIMPLIFIED']","['COMDLG32.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
314e5545fce1fd1787367216e2ac51c38b24baeb,Dark Hotel,42929,['ENGLISH US'],"['COMDLG32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
afdcb64333824e7830d074bce0ddafb7089658d3,APT 1,7338,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
545d0da71f4d9dc4eed87027859127854cca5a3f,Dark Hotel,9986640,"['NEUTRAL', 'ENGLISH US', 'CHINESE SIMPLIFIED']","['comdlg32.dll', 'COMCTL32.dll', 'iphlpapi.dll', 'MSWSOCK.dll', 'WINMM.dll', 'GDI32.dll', 'ADVAPI32.dll', 'kernel32.dll', 'WINSPOOL.DRV', 'oledlg.dll', 'VERSION.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll', 'OLEAUT32.dll']"
15556175e64b886b5e4147c303b81ac8556dfdf6,Dark Hotel,10845,[],"['iphlpapi.dll', 'WININET.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
1a05130f56a32237336aabb1a8514fc3f33352a2,Winnti,13700,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
c3c85bbc61614800ee92733daabd88a877527741,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
d27eeabf0af3f3b4d9f515ac3f52745f7dde7a7b,Gorgon Group,,[],[]
f79bb4a4ceabb1074660f63ce308d2a8eb705d70,APT 1,71628,[],"['KERNEL32.dll', 'WS2_32.dll', 'WINHTTP.dll']"
2c9e5b5b342603a3b967bd4fcab7f1cd11441886,APT 21,8552,[],"['MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'netmgr.dll', 'SHELL32.dll', 'ole32.dll']"
cfa438449715b61bffa20130df8af778ef011e15,APT 30,36036,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
cc3801104d050d34e37de1533304f3b9b5d18926,Dark Hotel,12458,[],"['iphlpapi.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
b8b3f53ca2cd64bd101cb59c6553f6289a72d9bb,APT 28,30538,['RUSSIAN'],"['urlmon.dll', 'WININET.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
e8370b8f4d54bf7af1c24121c26c519853af52af,APT 28,8768,[],"['ntdll.dll', 'KERNEL32.dll', 'USER32.dll']"
9ec5a495a7951c53b35b4e8dc732df87067802db,APT 21,7004,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ole32.dll']"
0484e080e1f329f78f6db4c235558e460c54d484,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
c3ef46409124951026cfd279ecb7810da6cbf181,APT 1,10599,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
bf03e2679b4f7c53fedec2021e067334b351db72,Gorgon Group,,[],[]
ea756f4971e5023419d715b46bd918844aea99d9,Dark Hotel,12956,[],"['iphlpapi.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
2d0ee3b718ec4e391753616853286c22be7bf521,APT 10,13684,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll']"
5546ef57a890ca54ee59f52a39d86ea3f24ffe0e,Gorgon Group,76862,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
6e08ccb85193b3617f5b6d4d9627d8ee8f1a791f,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
8b21091b898ecc2f7b8ae25508c092322b25ffe1,Dark Hotel,57069,['ENGLISH US'],"['IPHLPAPI.DLL', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
87e58135186a585493d56ca3aca3b7612590bfbe,Gorgon Group,19106,['NEUTRAL'],['mscoree.dll']
7b0809745d71aeb6d327de91a7e61b94b76e418b,Gorgon Group,,[],[]
060dbd0210bfdeae17f6fcdf64c73391512c31ce,APT 10,18931,['CHINESE SIMPLIFIED'],"['gdiplus.dll', 'OPENGL32.dll', 'GLU32.dll', 'GDI32.dll', 'KERNEL32.dll', 'USER32.dll']"
16d0795e4864f67acbb1ae2ce76eb16445dae4b5,APT 10,21807,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['gdiplus.dll', 'OPENGL32.dll', 'KERNEL32.dll', 'GDI32.dll', 'GLU32.dll', 'ADVAPI32.dll', 'USER32.dll']"
23b4af20701c38911490cfb6fde6441141828876,Gorgon Group,,[],[]
493d0660c9cf738be08209bfd56351d4cf075877,APT 29,53416,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
1cc02cd92048c337a2cdca82690515301b0b80da,Gorgon Group,,[],[]
0fa4ec6540d7e8cbbc0a33bc9a7bcbcba7af4c7e,APT 1,120810,['CHINESE SIMPLIFIED'],"['GDI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'NETAPI32.dll', 'ADVAPI32.dll', 'PSAPI.DLL', 'WS2_32.dll', 'USER32.dll']"
46b32bcb258d096faa8b803a6d718eb58f2e0ffe,Winnti,5408,['ENGLISH US'],['KERNEL32.dll']
ca183cdd468c88d37d1f8328d618f9f8f4b9b744,Dark Hotel,2417232,"['GERMAN AUSTRIAN', 'ENGLISH EIRE', 'ENGLISH US']","['VERSION.dll', 'WININET.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'SHELL32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
18b7dd3917231d7bae93c11f915e9702aa5d1bbb,APT 28,,[],[]
f081460a69476a9169cea52c4d6bcb845738b975,APT 1,40097,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'WININET.dll', 'USER32.dll', 'MSVCR90.dll']"
5c2b76fabe35874fe8d211c98becb66740919bdc,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
ceb9d1aaf34673d5a21261d34bf5046d230f391e,Gorgon Group,183694,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
92438bf23d5c8e52d7a5b5277bfd91a9e99c7a47,APT 28,4736,[],"['KERNEL32.dll', 'msvcrt.dll']"
a950d5cf3635dd2b394ba5f3a6e503dc2963377d,APT 21,7148,[],"['MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'netmgr.dll', 'SHELL32.dll', 'ole32.dll']"
97c62e04b0ce401bd338224cdd58f5943f47c8de,APT 29,1030892,['ENGLISH US'],"['SHLWAPI.dll', 'COMDLG32.dll', 'WINMM.dll', 'USER32.dll', 'WINSPOOL.DRV', 'GDI32.dll', 'MSIMG32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'gdiplus.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'COMCTL32.dll', 'OLEACC.dll', 'IMM32.dll']"
90bac2e7e98886db9bad63560537fd03556b4aa7,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
879fcac7bc24e8a688ef21d6789e1ca69ffc4fde,Gorgon Group,,[],[]
5a3f8dccc8a0d1f256225a7d1720809f729d5537,Gorgon Group,,[],[]
5c5ec0b5112a74a95edc23ef093792eb3698320e,APT 29,42219,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'USER32.dll']"
0afeef0006fcb815685c98d9bb8a6af8ad2db88d,Dark Hotel,46261,"['NEUTRAL DEFAULT', 'ENGLISH US']","['COMDLG32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
56de45c6330590743cbae1f7ef145e7b8ff201de,Gorgon Group,111952,[],[]
6514c336709be32079d3182fbdb2258c68d45523,Winnti,9136,['ENGLISH US'],"['GDI32.DLL', 'KERNEL32.DLL', 'OLEAUT32.DLL', 'ADVAPI32.DLL', 'OLE32.DLL', 'USER32.DLL', 'COMCTL32.DLL']"
6d017deab9e3cc4a0c10e43bcd1612c9e3c6e3e3,Winnti,2735094,['ENGLISH US'],"['VERSION.dll', 'GDI32.dll', 'DNSAPI.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'Secur32.dll', 'WTSAPI32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'USERENV.dll']"
e2151b67ccfe1aba339c30c92f38048030774760,Energetic Bear,156626,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
8754d2c0fdc28553bdee6e77dfd37e74c9304e7a,Gorgon Group,246590,['NEUTRAL'],['mscoree.dll']
aad4b86ad3545c508d5e02a6f78a8f363f9de6dc,APT 1,7807,['ENGLISH US'],"['WINMM.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
146bbe7f27d47b5544675f7476f4c9dd3ff902ff,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
f4934f1fc3cfade8c9d421ebe653ac1356934922,Gorgon Group,,[],[]
e9ff9fb37038f486de585e5c2280fff9c1f0c054,APT 30,24381,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
06bcf49e847b6cb6d05989f0faf63e3d7ea4f6c7,Winnti,10152,['ENGLISH US'],['KERNEL32.dll']
8b357ff017df3ed882b278d0dbbdf129235d123d,APT 29,9718,"['NEUTRAL', 'ENGLISH US']","['KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll']"
bcf6827b3f5a0215465f6bc1a20ca421b6e6a5c8,APT 1,13292,[],"['WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
adcead6817f5d0575c09b03eb94a9772584eafae,APT 1,6412,[],"['KERNEL32.dll', 'MSVCRT.dll']"
9a285b5c2cd3a58f82e4094a1c932e3256559869,Winnti,13897,[],"['KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
82c2b368059463752f47ce9c872da482bab0fa34,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
c1ec762878a0eed8ebf47e122e87c79a5e3f7b44,APT 29,6499,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll']"
060676f10c93d110af5383d68fd20c812d5eb367,APT 1,9631,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'MSVCP60.dll']"
c91e80c6ee68d166c28b5b01faf0dedbb588d89f,Gorgon Group,,[],[]
7ac75b76b9c8718a3a85ba1da1df71a2954ed308,APT 1,13682,[],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
ce9167c321a712f3095e3fb310e213130a0ac94b,APT 1,12942,[],"['KERNEL32.dll', 'WINHTTP.dll']"
bfc1c6362af0dcc9afaded9e705040fe4c847976,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
02e9eefb1d1c49894c1a234e19a4a9fd07cc323d,Energetic Bear,156626,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
aa44328a9dcf8f0ddc3eda5876d7ac52668d3f54,APT 30,18655,['NEUTRAL DEFAULT'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'USER32.dll']"
f95eeedd0631a1875fcb4ff6b6b89cd4012e7515,Gorgon Group,,[],[]
1048a57a8d0f4eaca4e4a6a6cf2b308e9f73b4a6,Energetic Bear,156626,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
f5b3e98c6b5d65807da66d50bd5730d35692174d,APT 28,68705,['ENGLISH US'],['KERNEL32.dll']
fd58d7a3d08a645379a2fb74dd5a1f8f84bf12d5,Dark Hotel,102630,[],"['iphlpapi.dll', 'WINMM.dll', 'WININET.dll', 'GDI32.dll', 'AVICAP32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'USER32.dll']"
f1881311153f8fff428ff18bb1ca7bed6d6a4454,Gorgon Group,142366,['NEUTRAL'],['mscoree.dll']
5d845614fe19e9b2a82bbe8df871f63a0b8b6418,APT 28,,[],[]
7f4d6745b9053583b55b87bb16a88840e56e5621,APT 1,26893,[],"['MSVCP60.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll']"
8f096561d4021978f781cc3978a55d0f621fc837,APT 1,3152,[],"['KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
6ec8862facae7e86d69fba69ec18290b2fa0187c,APT 10,5450,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['KERNEL32.dll', 'GDI32.dll', 'USER32.dll']"
3c70728a7d4c0da93b93e9678d7e69c08c418fd8,Gorgon Group,475988,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
bfbfc092d7536c2e41f4845238d7ba054d6377b8,Gorgon Group,,[],[]
a816ae120296926397d0e89c792b50085578b3fd,Gorgon Group,,[],[]
cc4030aa78881e5a3792acabb09857fa81067652,Winnti,9805,[],"['KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
6417e9b860bbf64f01cbce46f7b36aff9bb5e458,Winnti,,[],[]
79d89ea862e2031f6d3e9e21fadd2b02821c691d,Energetic Bear,162034,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
96475e3e4b7dce57ea9e1efc947244cc13c0432d,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
2469575e81312cff06df668fcf3606ab7914c83a,Gorgon Group,,[],[]
7abad1498cf2a1389e962841f97642117631f4a9,APT 1,10879,[],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
4da4039d82c5f38fb67819541a8419ad05bae81d,Gorgon Group,6396,"['NEUTRAL', 'ENGLISH US']",['MSVBVM60.DLL']
4e6925bb509868a5d34fa2f3a1e14c8e754cdea0,Dark Hotel,9040,[],"['iphlpapi.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
91cb047f28a15b558a9a4dff26df642b9001f8d7,APT 29,79909,[],"['KERNEL32.dll', 'WS2_32.dll', 'ole32.dll', 'CRYPT32.dll', 'OLEAUT32.dll']"
44403a3e51e337c1372b0becdab74313125452c7,APT 29,16488,[],"['SHELL32.dll', 'KERNEL32.dll', 'imagehlp.dll']"
88fc0b30bdafc1093cf873f5a805423d6c9e7225,APT 1,7018,['ENGLISH US'],"['KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
2c1744267343452845c21c797abcdae81bb25f66,APT 10,9070,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
7f0414d04c4ee2ed4044d2f9d7d4d71192b4c866,Winnti,92960,[],"['ADVAPI32.dll', 'KERNEL32.DLL', 'WS2_32.dll', 'PSAPI.DLL']"
591db6f211ba40199e0c09aa6860be97cc3728e9,APT 30,23663,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
bcaf6e0886011fe225e4430bfcf509b26f0b66de,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
6a28bcb44c173e62d8a85aa7284e23ddbdce7961,APT 1,38026,"['NEUTRAL DEFAULT', 'ENGLISH US']","['GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
0557cb0cf51bfad1d7e55786e394756a2883f4b0,Gorgon Group,,[],[]
b1ba7adb5da659585604b75af56d026e2c79db12,Gorgon Group,,[],[]
05f59fbe61a0c728633df356c82a230ae4f2a177,Gorgon Group,,[],[]
c637e01f50f5fbd2160b191f6371c5de2ac56de4,APT 28,763024,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'USER32.dll']"
b14b6d57a54f34367f595833967a44176e20c3ee,Dark Hotel,25091,['KOREAN'],"['SHLWAPI.dll', 'iphlpapi.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'SETUPAPI.dll', 'WS2_32.dll', 'USER32.dll']"
4173b29a251cd9c1cab135f67cb60acab4ace0c5,APT 28,,[],[]
287f37cfd1bfd1813f02cd9d4cafd850f2aaef01,Gorgon Group,,[],[]
ebd70ac401ce36cc2fe74482c2ca456f5c40bbce,Gorgon Group,113822,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
a71001ade416fbfa30a2b1748efd108efd86a3f1,Winnti,122880,['CHINESE SIMPLIFIED'],['ntoskrnl.exe']
1f0ae54ac3f10d533013f74f48849de4e65817a7,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b3873d2c969d224b0fd17b5f886ea253ac1bfb5b,APT 29,44821,[],"['SHELL32.dll', 'KERNEL32.dll', 'ole32.dll', 'USER32.dll', 'OLEAUT32.dll']"
a83d4d9bceadff216e67e9841391f6f5f66c7562,Winnti,7266,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
40d8d0cb155230f90d507331c3e0390d7897caa3,Winnti,9782,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
800ae9fd4de523ab82e7f1443117c5300f76954c,Gorgon Group,158711,"['NEUTRAL', 'ENGLISH UK']","['MPR.dll', 'COMDLG32.dll', 'COMCTL32.dll', 'VERSION.dll', 'WINMM.dll', 'WININET.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'UxTheme.dll', 'OLEAUT32.dll', 'IPHLPAPI.DLL', 'SHELL32.dll', 'PSAPI.DLL', 'USERENV.dll', 'ole32.dll', 'USER32.dll', 'WSOCK32.dll']"
c6a80eddf2f88c78cb1c54596638feb2b9990294,APT 1,9216,['ENGLISH US'],"['MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
2fdf87688130103d554eace7c19262e238cedd32,APT 1,67186,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'urlmon.dll']"
25e00975cb130051747d20ffa747d243cb606d78,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
e6050f983c262d120ab1f9de7b7ccb670d295d6f,Gorgon Group,,[],[]
244cb8fdd329dcdeccdfc1ec24bc81d1dd490458,Gorgon Group,,[],[]
4a6c8a3d07dfb02ce1fad074522c5bf6725980ed,Winnti,2080787,['ENGLISH US'],"['VERSION.dll', 'GDI32.dll', 'DNSAPI.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'Secur32.dll', 'WTSAPI32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll', 'USERENV.dll']"
a00d3ce9e30a96bceb18f1aa423413c8434cdcd8,Energetic Bear,133082,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
09327ab882c9f7da4c46b9e4af3a5d9be05de997,Gorgon Group,,[],[]
b2fa0b4fe44aef10cd1ac859615780bba25e0f8a,Dark Hotel,41552,['NEUTRAL'],['mscoree.dll']
d15549c2ceadf04017627abc00723b92ada1adb4,Gorgon Group,,[],[]
f067c64bfcfc1c7883497618521e53206cfaa6e0,APT 21,4096,[],"['kernel32.dll', 'user32.dll']"
1748108ce1e0decaa1a8d92985ed408fab7c38c3,Gorgon Group,,[],[]
